cuid,created_at,provider,model,survey,temperature,input_tokens,output_tokens,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,R,invalid
adc900a8-d49c-449c-b189-367d494694c3,2025-03-27T17:31:57Z,qwen,qwen-max,energy_futures,0,4805,322,5,6,9,7,8,6,8,5,5,5,7,4,2,8,9,4,7,6,7,8,6,6,7,8,5,6,8,3,5,4,2,8,7,6,3,9,6,5,4,7,4,7,6,6,9,NA,NA,NA,NA,NA,3,4,6,9,5,8,1,2,7,NA,Balanced approach favoring renewables and nuclear while cautious about coal and unproven technologies.,FALSE
66efefaa-33d6-403f-912a-d2bd0e78e851,2025-03-27T16:42:56Z,qwen,qwen-max,fnqcj,0,4569,292,4,6,5,7,3,8,8,7,6,10,2,8,6,2,7,9,7,7,11,9,5,3,3,10,2,2,4,3,4,6,9,4,10,6,8,5,8,5,5,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,4,NA,NA,NA,NA,NA,Prioritized maintaining the road as a 4WD track to balance environmental concerns with community access and tourism needs.,FALSE
5baccedc-8813-47e1-a3ae-e3cbc9ea82a9,2025-03-27T16:43:07Z,qwen,qwen-max,fnqcj,0,4573,296,4,6,7,8,3,8,9,7,4,11,3,8,6,2,4,9,6,6,12,10,4,3,3,10,2,2,3,3,3,5,9,4,11,5,6,5,7,7,5,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,3,NA,NA,NA,NA,NA,Prioritize maintaining the road as a 4WD track to balance environmental concerns with access needs while opposing upgrades or closures.,FALSE
37e77d53-d5b5-4811-8c95-6c36ebad0681,2025-03-27T17:09:36Z,qwen,qwen-max,fnqcj,0,4569,289,3,7,6,7,4,8,8,5,4,11,2,8,5,1,6,8,7,7,10,8,7,4,2,10,2,3,3,4,2,5,9,3,9,5,6,5,6,6,5,10,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,1,3,NA,NA,NA,NA,NA,Prioritized maintaining the road as a 4WD track to balance environmental protection with access needs.,FALSE
79095b00-1298-4cb0-9980-e58b0d37c5ed,2025-03-27T17:09:47Z,qwen,qwen-max,fnqcj,0,4575,288,4,8,6,9,6,8,8,6,5,11,4,9,7,3,7,10,7,8,10,9,7,5,4,10,3,4,4,3,5,8,10,5,11,7,8,6,8,9,6,11,3,7,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,3,4,NA,NA,NA,NA,NA,Balanced approach favoring minimal intervention to preserve environment while allowing limited access.,FALSE
9d086052-ea1c-4a7a-84b5-8b28af535165,2025-03-27T17:09:58Z,qwen,qwen-max,fnqcj,0,4569,285,3,8,6,8,5,9,9,6,5,11,3,8,7,2,7,8,8,7,9,8,7,5,3,10,3,2,3,4,4,5,10,4,11,6,7,6,6,7,5,9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,4,NA,NA,NA,NA,NA,Balanced approach focusing on minimal environmental impact while allowing controlled access and use.,FALSE
84cb9725-4313-42f5-bec5-4c61b20298f4,2025-03-27T16:44:04Z,qwen,qwen-max,forestera,0,4784,315,5,3,6,7,8,9,10,5,4,8,9,6,5,8,5,7,4,8,7,3,6,3,9,8,3,7,7,9,8,9,8,4,7,6,7,8,8,9,8,6,7,7,6,3,6,NA,NA,NA,NA,NA,6,5,2,7,3,4,1,NA,NA,NA,Prioritized ecological and social values while supporting restoration and sustainable local use over economic gain or no management.,FALSE
4e653f07-efe1-44d3-a6c1-84183dbf6335,2025-03-27T16:44:15Z,qwen,qwen-max,forestera,0,4780,315,4,5,8,8,9,8,9,3,3,8,8,5,5,8,4,5,4,7,8,3,7,2,9,9,3,7,7,7,9,9,9,6,8,8,7,8,9,9,6,6,7,9,6,2,6,NA,NA,NA,NA,NA,6,5,1,7,4,3,2,NA,NA,NA,Prioritized ecological restoration and sustainable use while valuing science and community involvement over economic gain and aggressive intervention.,FALSE
2fdb27e9-47c1-4c9a-9531-e69a1403a0f4,2025-03-27T17:15:05Z,qwen,qwen-max,forestera,0,4808,329,2,4,8,9,10,8,10,4,4,10,10,5,6,9,5,5,3,8,10,3,7,5,11,9,3,6,7,9,10,11,11,7,8,8,9,9,10,11,11,7,8,10,6,2,6,NA,NA,NA,NA,NA,3,6,2,7,5,1,4,NA,NA,NA,Prioritized ecological restoration and fire management while balancing economic and community needs over inaction or purely profit-driven approaches.,FALSE
7512f96d-917e-4b60-b58e-05a6219cac97,2025-03-27T17:15:17Z,qwen,qwen-max,forestera,0,4798,322,4,5,7,7,10,10,10,4,3,10,8,5,5,10,4,6,3,8,8,3,8,4,11,9,3,8,7,9,8,9,9,7,9,9,8,11,9,10,9,8,8,7,7,2,6,NA,NA,NA,NA,NA,4,5,6,7,3,2,1,NA,NA,NA,Prioritize ecological and social values while balancing wildlife protection and sustainable use over economic gain or aggressive intervention.,FALSE
297c8687-5b91-4705-b45b-98fe3ef69194,2025-03-27T17:15:30Z,qwen,qwen-max,forestera,0,4812,328,5,3,8,7,9,8,11,4,3,10,10,4,2,10,3,6,3,9,9,2,11,4,11,11,4,10,8,8,9,11,10,7,9,9,9,10,10,11,10,6,8,11,7,2,7,NA,NA,NA,NA,NA,4,6,3,7,5,1,2,NA,NA,NA,Prioritized ecological and social values while supporting restoration and fire use over economic gain or inaction.,FALSE
53efb831-a482-42bf-b42b-d98e97221492,2025-03-27T16:46:25Z,qwen,qwen-max,fremantle,0,3942,266,4,3,7,9,8,8,1,3,2,5,2,9,5,11,11,5,10,6,4,4,8,2,7,3,6,6,9,7,10,8,5,3,10,7,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,6,1,NA,NA,NA,NA,Preserving heritage while ensuring safety and functionality drove my rankings with a preference for options maintaining Fremantle's iconic entry statement.,FALSE
4c495ffc-780f-4e27-ad73-414dfcc82b3a,2025-03-27T16:46:35Z,qwen,qwen-max,fremantle,0,3946,256,7,7,6,9,5,8,3,6,2,6,4,9,2,8,9,8,11,3,10,5,10,4,7,8,9,6,8,11,10,11,4,7,11,5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,2,5,1,NA,NA,NA,NA,Prioritized policies balancing heritage preservation with modern functionality and safety considerations.,FALSE
e6bae40e-dedf-4a1d-ad0c-82de6e7f0514,2025-03-27T17:26:39Z,qwen,qwen-max,fremantle,0,3938,259,5,3,5,8,6,7,3,5,2,7,3,8,4,8,9,6,10,5,4,6,8,7,8,6,9,9,11,8,10,10,7,4,9,7,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,1,4,2,NA,NA,NA,NA,Prioritized policies that balance heritage preservation with modern functionality and safety considerations while minimizing environmental and cultural impacts.,FALSE
283fcab7-0836-43aa-94b3-b9f40d19051e,2025-03-27T17:26:49Z,qwen,qwen-max,fremantle,0,3944,261,10,3,5,11,5,1,2,4,2,7,3,9,4,6,11,7,9,6,3,9,8,8,6,9,6,7,10,9,10,10,8,4,11,7,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,1,2,4,NA,NA,NA,NA,Prioritized heritage preservation and aesthetic value while balancing safety and functionality for the Fremantle Bridge.,FALSE
7ba49ec6-abdb-4358-bd63-56a78885de70,2025-03-27T17:27:00Z,qwen,qwen-max,fremantle,0,3936,252,5,4,2,9,6,5,2,3,1,6,3,6,6,8,7,8,11,7,4,6,7,9,5,9,8,8,4,10,9,10,7,3,8,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,1,2,4,NA,NA,NA,NA,Balanced approach prioritizing heritage preservation safety and functionality with minimal environmental impact,FALSE
20fff91f-8ff4-4497-a883-760a4776f8af,2025-03-27T16:48:08Z,qwen,qwen-max,gbr,0,3756,251,6,4,6,7,2,2,4,6,3,7,6,2,2,4,7,6,6,4,5,4,7,7,7,3,5,5,3,3,3,7,5,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,1,4,7,5,NA,NA,NA,Prioritize environmental protection and sustainable innovation while reducing reliance on coal and extractive industries.,FALSE
ecb44b88-ca69-45db-8732-c1b4ccc5a5d2,2025-03-27T16:48:18Z,qwen,qwen-max,gbr,0,3756,251,6,3,6,7,1,1,3,6,2,7,5,2,2,3,6,5,6,5,5,2,7,7,7,1,4,6,1,2,2,7,6,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,5,7,6,NA,NA,NA,Prioritize environmental protection and sustainable innovation while reducing reliance on coal and extractive industries.,FALSE
3506a735-82ed-4574-80c5-4b63d0b404b6,2025-03-27T17:35:13Z,qwen,qwen-max,gbr,0,3756,253,6,4,5,7,2,2,4,6,2,7,6,3,2,2,7,5,7,5,6,3,7,7,7,3,5,6,2,3,2,7,7,7,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,5,7,6,NA,NA,NA,Prioritize environmental protection and sustainable innovation while phasing out coal and reducing reliance on harmful industries.,FALSE
26e899f1-f25a-4816-a81d-bf88e967c113,2025-03-27T17:35:23Z,qwen,qwen-max,gbr,0,3756,249,7,5,7,6,2,3,4,6,3,7,6,2,2,4,7,6,6,5,6,4,7,7,7,2,5,6,2,4,3,7,7,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,1,4,7,5,NA,NA,NA,Prioritize strong environmental protection and sustainable innovation while reducing support for harmful practices.,FALSE
d691d684-bb52-461a-8151-a0be1080d5e5,2025-03-27T17:35:33Z,qwen,qwen-max,gbr,0,3756,248,6,4,6,7,2,2,3,6,3,7,6,3,2,4,7,7,6,5,5,3,7,7,7,2,4,6,2,3,3,7,7,6,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,1,5,7,4,NA,NA,NA,Prioritize environmental protection and sustainable innovation while reducing reliance on harmful industries.,FALSE
4f0c147a-24c1-4251-a976-548c34ecfba0,2025-03-27T16:48:53Z,qwen,qwen-max,swiss_health,0,2821,182,4,6,5,3,6,4,3,4,2,6,5,5,6,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,4,2,3,NA,NA,NA,NA,Support universal public system for fairness and efficiency while fixing inefficiencies over privatization or no change.,FALSE
dc7d9d6b-9585-453f-b30e-a58104f9a28a,2025-03-27T16:49:01Z,qwen,qwen-max,swiss_health,0,2821,188,5,7,6,4,7,4,3,4,2,6,6,5,6,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,2,1,3,NA,NA,NA,NA,Prioritized efficiency and fairness focusing on reducing inefficiencies and supporting income-based contributions while opposing less regulation and abolishing mandatory insurance.,FALSE
568c511a-a356-44b1-af5c-6f8994f0a3e5,2025-03-27T17:38:53Z,qwen,qwen-max,swiss_health,0,2821,182,6,7,6,4,7,4,3,5,3,7,6,5,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,3,5,NA,NA,NA,NA,Prioritized equity and efficiency through public control and income-based contributions over privatization and reduced regulation.,FALSE
3624774b-7ae5-407d-bb13-3f4be627c496,2025-03-27T17:39:01Z,qwen,qwen-max,swiss_health,0,2821,186,5,7,5,4,6,3,3,5,2,7,6,6,6,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,3,5,NA,NA,NA,NA,Support policies that promote fairness and efficiency through income-based contributions and reduced inefficiencies while opposing increased out-of-pocket payments.,FALSE
19431d7b-d4a5-40f9-a246-a8e2c4b29a82,2025-03-27T17:39:09Z,qwen,qwen-max,swiss_health,0,2821,189,5,7,5,4,7,3,3,4,2,7,6,6,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,3,5,NA,NA,NA,NA,Prioritized fairness and efficiency through income-based contributions and government oversight while valuing transparency and preventive care over privatization and reduced regulation.,FALSE
a3424bb8-cfc7-4953-a45a-cc18ab01f954,2025-03-27T16:42:33Z,qwen,qwen-max,uppsala_speaks,0,3717,294,6,6,5,4,6,4,3,6,5,2,5,6,2,5,6,5,3,5,3,4,4,3,6,4,4,2,5,5,5,5,3,4,6,5,2,3,3,6,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA,Prioritize addressing root causes in source countries while enforcing laws fairly and providing limited support locally.,FALSE
77eef300-cd9f-4668-b9b7-0d3a7938d456,2025-03-27T16:42:45Z,qwen,qwen-max,uppsala_speaks,0,3717,291,7,7,4,5,7,4,5,7,6,5,4,5,2,6,6,6,2,5,4,6,3,3,3,4,4,2,4,5,5,6,3,6,6,6,4,2,3,5,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,2,1,3,5,NA,NA,NA,Prioritize addressing root causes in source countries while balancing local enforcement and support.,FALSE
73c77fdc-4f5f-41db-8c70-443ad0a114d4,2025-03-27T17:07:42Z,qwen,qwen-max,uppsala_speaks,0,3717,294,6,6,4,4,6,4,3,6,5,2,5,6,2,5,5,5,3,5,3,3,4,3,6,4,4,3,4,4,5,5,3,5,4,5,2,2,3,5,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA,Prioritize addressing root causes in source countries while enforcing laws fairly and providing limited support locally.,FALSE
b0b94bb5-7696-47be-8914-dddb540a35cd,2025-03-27T17:07:54Z,qwen,qwen-max,uppsala_speaks,0,3717,291,7,7,4,5,7,3,5,7,6,4,4,4,2,6,6,6,2,5,4,6,3,3,2,4,3,1,3,4,5,6,3,6,6,6,2,2,3,5,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,2,1,3,5,NA,NA,NA,Prioritize addressing root causes in source countries while enforcing laws and avoiding deportation.,FALSE
b5064720-53c8-4a36-816e-8cee3b9b6c8c,2025-03-27T17:08:05Z,qwen,qwen-max,uppsala_speaks,0,3717,299,7,5,6,5,6,4,4,7,5,6,4,4,2,6,5,6,4,5,3,4,3,3,3,6,6,4,5,6,5,6,4,5,6,5,3,3,4,5,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,3,4,NA,NA,NA,Prioritize addressing root causes in source countries while enforcing laws and avoiding extreme measures like banning or deporting beggars.,FALSE
80fa0b01-3b41-40ea-a8d9-67f2f0c578e6,2025-03-27T16:47:48Z,qwen,qwen-max,valsamoggia,0,4396,243,6,9,4,7,3,2,6,6,3,4,8,4,3,7,5,9,6,8,2,8,7,8,7,4,5,5,3,3,3,7,8,3,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,NA,NA,NA,NA,NA,NA,Support amalgamation with concerns about risks and local diversity while valuing efficiency and resource allocation.,FALSE
314ceb63-bf38-4bea-9700-6034b8e347b3,2025-03-27T16:47:58Z,qwen,qwen-max,valsamoggia,0,4393,241,6,7,3,6,5,2,5,6,3,3,7,3,5,6,5,8,7,7,2,8,7,8,7,4,6,4,4,3,4,3,7,4,3,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,NA,NA,NA,Support postponing amalgamation to address uncertainties while increasing union power for gradual change.,FALSE
02166a4b-c4cb-425f-89bd-44f4f6a1266b,2025-03-27T17:33:34Z,qwen,qwen-max,valsamoggia,0,4396,242,9,6,3,7,3,2,6,8,2,3,7,3,5,7,5,9,7,9,3,8,5,8,8,4,8,6,4,4,4,7,6,5,4,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA,The amalgamation seems necessary but should be gradual to address uncertainties and respect local needs.,FALSE
155cdb72-c30b-46bf-adfa-1f96720d5d98,2025-03-27T17:33:44Z,qwen,qwen-max,valsamoggia,0,4393,243,5,6,3,7,3,2,5,7,3,2,7,4,4,6,5,8,8,7,3,8,8,9,7,3,6,4,4,2,3,5,6,2,4,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,NA,NA,NA,NA,NA,NA,The rankings reflect a preference for incremental changes over radical shifts while addressing practical concerns and uncertainties.,FALSE
31e64f7b-a280-4dd7-b93f-9b3d4b11c97b,2025-03-27T17:33:54Z,qwen,qwen-max,valsamoggia,0,4403,257,5,11,1,7,4,1,4,8,1,2,10,3,4,9,5,11,7,9,1,10,8,9,6,2,5,3,2,1,3,7,10,2,3,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA,The ratings reflect a preference for postponing amalgamation due to risks and lack of clarity while supporting increased union power as a gradual step.,FALSE
1855fbe8-483b-46ad-9b09-7cc4394ef36e,2025-03-27T16:45:07Z,qwen,qwen-max,zh_thalwil,0,3402,225,2,7,3,3,4,2,2,5,5,3,1,7,6,3,7,7,7,2,3,6,6,7,6,4,6,6,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,2,4,5,1,NA,NA,NA,Prioritized resilience and adaptation while balancing economic concerns and skepticism about extreme measures.,FALSE
e9262371-01b6-4f23-a120-986a5aa9cc3c,2025-03-27T16:45:17Z,qwen,qwen-max,zh_thalwil,0,3402,228,2,7,2,4,3,2,3,5,5,3,1,6,6,3,7,7,7,3,2,6,6,7,6,4,6,7,4,2,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,4,3,1,NA,NA,NA,Prioritized resilience and moderate emissions cuts while rejecting inaction and growth-over-climate policies.,FALSE
77e3d67e-6abe-4bf7-89fa-f34b81a7bddc,2025-03-27T17:20:25Z,qwen,qwen-max,zh_thalwil,0,3402,228,3,7,4,5,5,2,3,5,5,3,1,7,6,4,7,7,7,2,2,6,6,7,6,3,6,7,4,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,4,1,5,2,NA,NA,NA,Prioritized adaptation and resilience policies while emphasizing moderate emission cuts over extreme measures or inaction.,FALSE
93a6a0d9-ff49-47fb-93b4-a2df6436b209,2025-03-27T17:20:35Z,qwen,qwen-max,zh_thalwil,0,3402,228,3,7,3,4,4,2,3,5,5,3,1,6,7,5,6,7,7,2,2,6,6,7,7,4,6,7,4,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,1,3,5,2,NA,NA,NA,Prioritized resilience and significant emissions cuts while de-emphasizing economic growth over climate action.,FALSE
5c667bcb-c5bd-42a4-9512-0fddcf67975c,2025-03-27T17:20:44Z,qwen,qwen-max,zh_thalwil,0,3402,227,2,7,3,4,4,2,3,5,5,2,1,6,6,4,7,7,7,3,2,6,6,7,6,3,6,7,3,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,3,2,1,NA,NA,NA,Prioritized resilience and adaptation while balancing economic concerns over drastic emission cuts or inaction.,FALSE
ddb5c165-8c1e-48a2-89b4-2e47f508ae52,2025-03-27T16:44:49Z,qwen,qwen-max,zh_uster,0,3474,225,2,7,2,3,4,2,2,5,5,2,1,6,6,2,7,7,7,2,3,5,6,7,6,4,7,7,3,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,5,2,4,1,NA,NA,NA,Prioritized resilience and adaptation while balancing economic concerns and skepticism about extreme measures.,FALSE
9e907374-4e80-4e01-9e9b-24412e9e018f,2025-03-27T16:44:58Z,qwen,qwen-max,zh_uster,0,3474,227,2,6,2,2,3,2,2,6,5,3,1,7,5,3,6,7,7,2,3,6,6,7,6,4,5,7,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,5,3,2,1,NA,NA,NA,Prioritized resilience and community-focused actions while skeptical of drastic emission cuts and status quo.,FALSE
b8a38844-2833-4cff-b08b-a22b5ce132ea,2025-03-27T17:18:51Z,qwen,qwen-max,zh_uster,0,3474,223,3,7,3,4,4,2,2,6,5,3,1,6,5,2,7,7,6,2,3,6,6,7,6,3,7,7,4,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,4,2,5,1,NA,NA,NA,Prioritize resilience and adaptation while supporting moderate emissions cuts over time.,FALSE
fea6c82f-4b8e-4ae4-bfb8-b1735772e069,2025-03-27T17:19:00Z,qwen,qwen-max,zh_uster,0,3474,229,2,7,1,3,4,1,2,4,5,2,1,6,6,2,6,7,6,2,2,5,6,7,7,3,6,7,3,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1,5,4,2,NA,NA,NA,Prioritized significant emission cuts and resilience-building while rejecting inaction or growth-over-climate policies.,FALSE
8e7850fc-e23c-42d2-a619-1cb11fa827e4,2025-03-27T17:19:09Z,qwen,qwen-max,zh_uster,0,3474,230,3,7,2,3,4,2,2,5,5,2,1,7,5,3,6,6,7,2,3,5,6,7,6,4,6,6,3,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,3,4,2,NA,NA,NA,Prioritized significant emission cuts and resilience-building policies over maintaining the status quo or favoring economic growth.,FALSE
c7a380ae-936c-436a-a1d3-e1b72ed98cf5,2025-03-27T16:45:26Z,qwen,qwen-max,zh_winterthur,0,3166,213,2,7,7,2,7,7,7,2,3,5,1,7,5,5,3,6,3,6,4,4,3,4,6,6,6,6,7,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,2,1,NA,NA,NA,NA,Prioritize research and local sustainability while opposing deregulation and radical restrictions.,FALSE
2e840946-890e-47e5-88f5-15d6f0560b2a,2025-03-27T16:45:35Z,qwen,qwen-max,zh_winterthur,0,3166,219,2,7,7,2,6,7,6,3,4,6,2,6,5,4,3,7,5,6,6,5,4,4,5,7,5,6,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,2,4,3,NA,NA,NA,NA,Moderate regulation balances sustainability and practicality while avoiding extremes that may harm the economy or food supply.,FALSE
4a99ebf3-32b2-4831-9830-949cc199341d,2025-03-27T17:21:58Z,qwen,qwen-max,zh_winterthur,0,3166,213,2,7,7,3,7,7,7,3,4,5,2,6,6,5,2,6,3,7,5,4,4,5,6,7,5,7,6,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,4,2,3,NA,NA,NA,NA,Support moderate regulation and sustainable incentives but oppose radical measures or deregulation.,FALSE
6f48463f-2780-4a30-99ab-7da3372e7115,2025-03-27T17:22:07Z,qwen,qwen-max,zh_winterthur,0,3166,214,2,7,6,2,6,7,6,4,4,5,2,6,5,5,4,6,3,6,5,4,4,2,5,7,5,6,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,3,4,1,NA,NA,NA,NA,Moderate and research-focused policies balance sustainability with practicality while avoiding extremes.,FALSE
b0d8de15-0a5b-4cee-8696-bf33f6c88962,2025-03-27T17:22:16Z,qwen,qwen-max,zh_winterthur,0,3166,211,2,7,6,2,6,7,7,4,5,6,2,6,5,6,4,6,3,5,5,5,5,4,5,7,5,6,6,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,2,1,4,NA,NA,NA,NA,Support sustainable practices but balance economic and environmental needs avoiding extremes.,FALSE
6821eb03-41a2-487e-8fda-e44ccd7ee62a,2025-03-27T16:46:46Z,qwen,qwen-max,zukunft,0,2746,166,7,7,1,1,1,5,6,2,1,7,2,7,7,7,1,7,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,6,1,3,2,NA,NA,NA,Prioritized policies focus on destigmatization increased funding and integrated services while rejecting privatization and reductions in services.,FALSE
794a7663-eb41-4a49-877c-50e7baf7388c,2025-03-27T16:46:53Z,qwen,qwen-max,zukunft,0,2746,159,6,6,2,2,2,5,5,3,2,7,2,7,7,6,2,7,6,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,5,2,3,1,NA,NA,NA,Increased funding and awareness are crucial to address mental health disparities and improve accessibility.,FALSE
72c98bae-685c-4957-8432-827e7dba08ee,2025-03-27T17:28:22Z,qwen,qwen-max,zukunft,0,2746,159,6,6,2,1,1,4,5,3,2,7,2,7,7,7,1,7,6,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,6,3,2,4,NA,NA,NA,Prioritized policies addressing root causes and accessibility while opposing privatization and stigma.,FALSE
c150178e-c6d9-47c7-ba79-3b110228b493,2025-03-27T17:28:30Z,qwen,qwen-max,zukunft,0,2746,162,7,6,2,1,2,5,5,4,2,7,3,6,6,5,1,7,6,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,3,4,NA,NA,NA,Increased funding and integrated services are crucial to address disparities and improve mental health accessibility and awareness.,FALSE
